"MAPPINGID","SOURCE_SYSTEM","TARGET_SYSTEM","ATTRIBUTE","KEY","VALUE","DESCRIPTION"
"22210","PAS","GSSP","questionCode","BROKERCOMMISSIONTYPE","10006","Retrieving GSSP questionCode based on PAS questionCode"
"22211","PAS","GSSP","questionCode","BROKERCOMMISSIONPCT","10011","Retrieving GSSP questionCode based on PAS questionCode"
"22212","PAS","GSSP","questionCode","ELIMINATIONPERIOD","20003","Retrieving GSSP questionCode based on PAS questionCode"
"22213","PAS","GSSP","questionCode","TIERTYPE","10008","Retrieving GSSP questionCode based on PAS questionCode"
"22214","PAS","GSSP","STD_questionTypeCode","CENSUSPARTICIPATINGORLIVES","1003","Retrieving GSSP questionTypeCode based on PAS questionTypeCode"
"22215","MAJESCO","GSSP","PaymentStatus","RETURNED","401","NULL"
"22216","Majesco","GSSP","deductionHolidayRuleCode","PREVIOUS","200","NULL"
"22217","Majesco","GSSP","deductionHolidayRuleCode","NEXT","201","NULL"
"22218","Majesco","GSSP","frequencyMode","SEMI_MONTHLY","103","NULL"
"22219","PAS","GSSP","answerDescription","PORTABILITY_Y","Included","Retrieving GSSP answerDescription based on PAS answerCode"
"22220","PAS","GSSP","answerDescription","PORTABILITY_N","Not Included","Retrieving GSSP answerDescription based on PAS answerCode"
"22221","PAS","GSSP","answerDescription","ELIMINATIONPERIOD_90","90 Day Elimination Period","Retrieving GSSP answerDescription based on PAS answerCode"
"22222","PAS","GSSP","answerDescription","ELIMINATIONPERIOD_180","180 Day Elimination Period","Retrieving GSSP answerDescription based on PAS answerCode"
"22223","PAS","GSSP","answerDescription","TIERTYPE_1Tier","1 Tier rate (Employee Only)","Retrieving GSSP answerDescription based on PAS answerCode"
"22224","PAS","GSSP","answerDescription","TIERTYPE_2Tier","2 Tier (Employee, Employee + Family)","Retrieving GSSP answerDescription based on PAS answerCode"
"22225","PAS","GSSP","ProductName","VIS","Vision","Retrieving ProductName based on productcode"
"22226","PAS","GSSP","ProductTypeCode","STD","400","Retrieving ProductTyeCode based on productcode"
"22227","PAS","GSSP","ProductNameCode","STD","402","Retrieving ProductNameCode based on productcode"
"22228","PAS","GSSP","ProductName","STD","Short Term Disability","Retrieving ProductName based on productcode"
"22229","PAS","GSSP","CaseStatusCT","Pending","Not Started","NULL"
"22230","GSSP","PAS","ProductNameCode","1003","LGL","Retrieving PAS Product Code based on GSSP Product Code"
"22231","PAS","GSSP","PreEnrollStatus","PreSubmitted","Not Started","Retrieving PreEnrollStatus based on caseStatusCT"
"22232","MAJESCO","GSSP","Frequency","ANUALLY","102","NULL"
"22233","MAJESCO","GSSP","IsDeductionEntity","Y","200","NULL"
"22234","MAJESCO","GSSP","IsDeductionEntity","N","201","NULL"
"22235","MAJESCO","GSSP","BillBasis","ADVANCE","200","NULL"
"22236","MAJESCO","GSSP","BillBasis","CURRENT","201","NULL"
"22237","MAJESCO","GSSP","BillMethod","LISTBILL","400","NULL"
"22238","MAJESCO","GSSP","BillMethod","SELFADMIN","401","NULL"
"22239","GSSP","PAS","ProductNameCode","704","VIS","NULL"
"22240","GSSP","PAS","ProductNameCode","402","STD","NULL"
"22241","MAJESCO","GSSP","PaymentMethod","PAYPAL","100","NULL"
"22242","MAJESCO","GSSP","PaymentMethod","CREDITCARD","101","NULL"
"22243","MAJESCO","GSSP","PaymentMethod","DEBIT CARD","102","NULL"
"22244","MAJESCO","GSSP","PaymentMethod","BANK ACCOUNT","103","NULL"
"22245","MAJESCO","GSSP","PaymentMethod","CHECK","104","NULL"
"22246","MAJESCO","GSSP","PaymentStatus","ISSUED","400","NULL"
"22247","Majesco","GSSP","frequencyMode","MONTHLY","102","NULL"
"22248","Majesco","GSSP","frequencyMode","QUARTERLY","104","NULL"
"22249","PAS","GSSP","answerDescription","TIERTYPE_3Tier","3 Tier (Employee, Employee+One, Employee+Family)","Retrieving GSSP answerDescription based on PAS answerCode"
"22250","PAS","GSSP","answerDescription","TIERTYPE_4Tier","4 Tier (Employee, Employee+Spouse, Employee+Child(ren), Employee + Family)","Retrieving GSSP answerDescription based on PAS answerCode"
"22251","Majesco","GSSP","frequencyMode","WEEKLY","100","NULL"
"22252","Majesco","GSSP","frequencyMode","BI_WEEKLY","101","NULL"
"22253","PAS","GSSP","questionCode","LTDREQUESTED","10007","Retrieving GSSP questionCode based on PAS questionCode"
"22254","PAS","GSSP","questionCode","STDREQUESTED","10009","Retrieving GSSP questionCode based on PAS questionCode"
"22255","PAS","GSSP","answerDescription","LTDREQUESTED_Y","Yes","Retrieving GSSP answerDescription based on PAS answerCode"
"22256","PAS","GSSP","answerDescription","LTDREQUESTED_N","No","Retrieving GSSP answerDescription based on PAS answerCode"
"22257","PAS","GSSP","answerDescription","STDREQUESTED_Y","Yes","Retrieving GSSP answerDescription based on PAS answerCode"
"22258","PAS","GSSP","answerDescription","STDREQUESTED_N","No","Retrieving GSSP answerDescription based on PAS answerCode"
"22259","MAJESCO","GSSP","PaymentMethod","EFT","103","NULL"
"22260","PAS","GSSP","ProductName","LGL","Legal Services","Retrieving ProductName based on productcode"
"22261","PAS","GSSP","ProductTypeCode","LGL","1000","Retrieving ProductTyeCode based on productcode"
"22262","PAS","GSSP","ProductNameCode","LGL","1003","Retrieving ProductNameCode based on productcode"
"22263","MAJESCO","GSSP","MonthOfTheYear","1","January","NULL"
"22264","MAJESCO","GSSP","MonthOfTheYear","2","February","NULL"
"22265","MAJESCO","GSSP","MonthOfTheYear","3","March","NULL"
"22266","GSSP","PAS","ProductNameCode","107","OPTL","NULL"
"22267","GSSP","PAS","ProductNameCode","502","ACC","NULL"
"22268","GSSP","PAS","ProductNameCode","201","DHMO","NULL"
"22269","GSSP","PAS","ProductNameCode","504","HI","NULL"
"22270","GSSP","PAS","ProductNameCode","202","DPPO","NULL"
"22271","GSSP","PAS","ProductNameCode","403","LTD","NULL"
"22272","GSSP","PAS","ProductNameCode","601","CIAA","NULL"
"22273","Majesco","Impaqs","OPTL_Document","1036920456","SupplementalDependentLife","NULL"
"22274","PAS","GSSP","questionDesc","STDREQUESTED","Are you also requesting a quote for Short Term Disability?","Retrieving GSSP questionDescription based on PAS questionDesc"
"22275","MAJESCO","GSSP","FeeCode","NSF_FEE","202","NULL"
"22276","PAS","GSSP","questionDesc","FUNDINGARRANGEMENT","Source of Premium","Retrieving GSSP questionDescription based on PAS questionDesc"
"22277","PAS","GSSP","questionDesc","MAXBENEFITPERIOD","Choose your Maximum Benefit period","Retrieving GSSP questionDescription based on PAS questionDesc"
"22278","PAS","GSSP","questionDesc","ELIMINATIONPERIOD","Choose your Elimination Period","Retrieving GSSP questionDescription based on PAS questionDesc"
"22279","PAS","GSSP","questionDesc","BROKERCOMMISSIONPCT","Broker Commission Rate","Retrieving GSSP questionDescription based on PAS questionDesc"
"22280","PAS","GSSP","OPTL_questionTypeCode","CENSUSPARTICIPATINGORLIVES","1003","Retrieving GSSP questionTypeCode based on PAS questionTypeCode"
"22281","PAS","GSSP","OPTL_questionTypeCode","ELIGIBLELIVES","1006","Retrieving GSSP questionTypeCode based on PAS questionTypeCode"
"22282","MAJESCO","GSSP","MonthOfTheYear","8","August","NULL"
"22283","MAJESCO","GSSP","MonthOfTheYear","9","September","NULL"
"22284","MAJESCO","GSSP","MonthOfTheYear","10","October","NULL"
"22285","MAJESCO","GSSP","MonthOfTheYear","11","November","NULL"
"22286","MAJESCO","GSSP","MonthOfTheYear","12","December","NULL"
"22287","PAS","GSSP","questionDesc","PRIORCOVERAGE","Does prior coverage exist?","Retrieving GSSP questionDescription based on PAS questionDesc"
"22288","PAS","GSSP","questionDesc","CENSUSPARTICIPATINGORLIVES","Does the Census list eligible or participating employees?","Retrieving GSSP questionDescription based on PAS questionDesc"
"22289","PAS","GSSP","questionDesc","ELIGIBLELIVES","How many employees are eligible for benefits?","Retrieving GSSP questionDescription based on PAS questionDesc"
"22290","PAS","GSSP","questionDesc","PORTABILITY","Portability","Retrieving GSSP questionDescription based on PAS questionDesc"
"22291","PAS","GSSP","questionDesc","RATEGUARANTEE","Rate Guarantee","Retrieving GSSP questionDescription based on PAS questionDesc"
"22292","PAS","GSSP","questionDesc","BROKERCOMMISSIONTYPE","Broker Commission (%)","Retrieving GSSP questionDescription based on PAS questionDesc"
"22293","PAS","GSSP","questionDesc","LTDREQUESTED ","Are you also requesting a quote for Long Term Disability?","Retrieving GSSP questionDescription based on PAS questionDesc"
"22294","PAS","GSSP","questionDesc","TIERTYPE","Rate Tier Structure","Retrieving GSSP questionDescription based on PAS questionDesc"
"22295","GSSP","MAJESCO","Groupstatus_Code","PendingEnroll","103","Portal_Status"
"22296","GSSP","PAS","questionCode","10010","SECTION125PPO","Translating Question Code"
"22297","GSSP","PAS","questionCode","10011","BROKERCOMMISSIONPCT","Retrieving GSSP questionCode based on PAS questionCode"
"22298","GSSP","PAS","questionCode","20001","FUNDINGARRANGEMENT","Retrieving GSSP questionCode based on PAS questionCode"
"22299","GSSP","PAS","questionCode","20002","MAXBENEFITPERIODWEEK","Retrieving GSSP questionCode based on PAS questionCode"
"22300","MAJESCO","ICOMP","SalesOffice","74","74","Minneapolis"
"22301","PAS","GSSP","questionDesc","PARTICIPATIONPCT","Participant Requirement","Retrieving GSSP questionDescription based on PAS questionDesc"
"22302","GSSP","PAS","questionCode","10001","PRIORCOVERAGE","Retrieving GSSP questionCode based on PAS questionCode"
"22303","GSSP","PAS","questionCode","10003","CENSUSPARTICIPATINGORLIVES","Retrieving GSSP questionCode based on PAS questionCode"
"22304","GSSP","PAS","questionCode","10004","PORTABILITY","Retrieving GSSP questionCode based on PAS questionCode"
"22305","PAS","GSSP","ProductNameCode","CI","601","NULL"
"22306","MAJESCO","ICOMP","BrokerScale","014","Regular Scale",
"22307","PAS","GSSP","statusCode","Submitted","Submitted","Retrieving GSSP statusCode based on PAS statusCode"
"22308","PAS","GSSP","statusCode","Withdrawn","Withdrawn","Retrieving GSSP statusCode based on PAS statusCode"
"25943","Majesco","Impaqs","ValueDOE1_LTD","BasicMonthlyEarnings+Bonuses","Basic Monthly Earnings + Bonuses","NULL"
"25945","Majesco","Impaqs","ValueDOE1_LTD","BasicMonthlyEarnings+Commissions","Basic Monthly Earnings + Commissions","NULL"
"25947","Majesco","Impaqs","ValueDOE1_LTD","BasicMonthlyEarnings+CommissionsAndBonuses","Basic Monthly Earnings + Commissions And Bonuses","NULL"
"25949","Majesco","Impaqs","ValueDOE1_LTD","Partnerships","Partnerships","NULL"
"25951","Majesco","Impaqs","ValueDOE1_LTD","SCorp","S Corp Shareholders","NULL"
"25953","Majesco","Impaqs","ValueDOE1_LTD","W2","W2 Reportable Income","NULL"
"25955","Majesco","Impaqs","ValueCS_D","TIMESSALARY","Benefit Percent","NULL"
"25957","Majesco","Impaqs","ValueCS_D","VARIEDCOVERAGE","Flat Benefit Amount","NULL"
"25959","Majesco","Impaqs","ValueS125","N","No","NULL"
"25961","Majesco","Impaqs","ValueS125","Y","Yes","NULL"
"25975","GSSP","PAS","DISINCOMESOURCE","Social Security Disability Benefit","SOCIALSECDISBEN","NULL"
"25976","GSSP","PAS","DISINCOMESOURCE","Social Security Old Age Benefit","SOCIALSECOLDAGEBEN","NULL"
"25977","GSSP","PAS","DISINCOMESOURCE","Social Security Disability Benefit - Family","SOCIALSECDISBENFAM","NULL"
"25978","GSSP","PAS","DISINCOMESOURCE","Social Security Old Age Benefit – Family","SOCIALSECOLDAGEBENFM","NULL"
"25979","GSSP","PAS","DISINCOMESOURCE","Railroad Retirement Act","RAILRDRETACT","NULL"
"25980","GSSP","PAS","DISINCOMESOURCE","State Teachers Retirement System (STRS)","STTEACHERSRETSYS","NULL"
"27109","GSSP","MAJESCO","Maj_Bil","Sales Consultant","SALES_CON","billingroles"
"25982","GSSP","PAS","DISINCOMESOURCE","Federal Employee Retirement System (FERS)","FEDEERETSYS","NULL"
"25983","GSSP","PAS","DISINCOMESOURCE","Govt. Pension Plan","GOVTPENPLAN","NULL"
"25984","GSSP","PAS","DISINCOMESOURCE","Govt. Disability Plan","GOVTDISPLAN","NULL"
"25985","GSSP","PAS","DISINCOMESOURCE","Pension","SOCIALSECDISBENFAM","NULL"
"25986","GSSP","PAS","DISINCOMESOURCE","Employee Retirement Plan","EERETPLAN","NULL"
"25987","GSSP","PAS","DISINCOMESOURCE","Annuity","ANNUITY","NULL"
"25988","GSSP","PAS","DISINCOMESOURCE","Short Term Disability","STATEWRKDTAX","NULL"
"25989","GSSP","PAS","DISINCOMESOURCE","Group Insurance policy with ER Contrib","GRPINSERCONTRI","NULL"
"25990","GSSP","PAS","DISINCOMESOURCE","Salary Continuation – Sick Pay","SALCONTOTH","NULL"
"25991","GSSP","PAS","DISINCOMESOURCE","Salary Continuation – Vacation Pay","SALCONTVACPAY","NULL"
"25992","GSSP","PAS","DISINCOMESOURCE","Salary Continuation – Other","SALCONTOTH","NULL"
"25993","GSSP","PAS","DISINCOMESOURCE","Permanent Total Disability","PERMTOTDIS","NULL"
"25994","GSSP","PAS","DISINCOMESOURCE","Motor Vehicle Liability","MOTORVEHLIABILITY","NULL"
"25995","GSSP","PAS","DISINCOMESOURCE","No-fault (Auto Accident)","NoFault","NULL"
"25996","GSSP","PAS","DISINCOMESOURCE","State Disability","STATEDIS","NULL"
"25997","GSSP","PAS","DISINCOMESOURCE","Workers’ Compensation – Temporary","WORKERSCOMPTEMP","NULL"
"25998","GSSP","PAS","DISINCOMESOURCE","Workers’ Compensation - Permanent","WORKERSCOMPPERM","NULL"
"25999","GSSP","PAS","DISINCOMESOURCE","Workers’ Compensation – Lumpsum","WORKERSCOMPLUMPSM","NULL"
"26000","GSSP","PAS","DISINCOMESOURCE","Occupational disease (Blacklung)","OCCDISEASE","NULL"
"26001","GSSP","PAS","DISINCOMESOURCE","Maritime maintenance","MARITIMEMAINT","NULL"
"26002","GSSP","PAS","DISINCOMESOURCE","Unemployment Income","UNEMPINCCA","NULL"
"26003","GSSP","PAS","DISINCOMESOURCE","Unemployment Income – CA Plan","UNEMPINCCA","NULL"
"26004","GSSP","PAS","DISINCOMESOURCE","Rehab Employment Income","REHABEMPINC","NULL"
"26005","GSSP","PAS","DISINCOMESOURCE","Third party  Recoveries",,"NULL"
"26006","GSSP","PAS","DISINCOMESOURCE","Overpayment Recovery","OVERPAYMENTREC","NULL"
"26007","GSSP","PAS","DISINCOMESOURCE","Overpayment from Prior Claim","OVERPAYMENTRECPRIOR","NULL"
"26008","GSSP","PAS","DISINCOMESOURCE","Other","Other","NULL"
"26009","PAS","GSSP","Recurrent claims","activity","RECURRENT","NULL"
"26010","PAS","GSSP","Recurrent claims","callType","EEERPORTAL","NULL"
"26011","PAS","GSSP","Recurrent claims","callTypeDetails",,"NULL"
"26012","PAS","GSSP","Claim Data Changes","activity","UPDATECLAIM","NULL"
"26013","PAS","GSSP","Claim Data Changes","callType","EEERPORTAL","NULL"
"26014","PAS","GSSP","Claim Data Changes","callTypeDetails",,"NULL"
"26015","PAS","GSSP","Phone Call Request Only","activity","INCOMINGCALLONCLAIM","NULL"
"26016","PAS","GSSP","Phone Call Request Only","callType","OTHER","NULL"
"26017","PAS","GSSP","Phone Call Request Only","callTypeDetails","INTMETCALL","NULL"
"26018","PAS","GSSP","INFOSUBMITTED","activity","INFOSUBMITTED","NULL"
"26019","PAS","GSSP","INFOSUBMITTED","callType","EEERPORTAL","NULL"
"26020","PAS","GSSP","INFOSUBMITTED","callTypeDetails",,"NULL"
"26021","MAJESCO","RESERVES","AddressState","1","AL","Alabama"
"26022","MAJESCO","RESERVES","AddressState","2","AK","Alaska"
"26023","MAJESCO","RESERVES","AddressState","4","AZ","Arizona"
"26024","MAJESCO","RESERVES","AddressState","5","AR","Arkansas"
"26025","MAJESCO","RESERVES","AddressState","6","CA","California"
"26026","MAJESCO","RESERVES","AddressState","7","CO","Colorado"
"26027","MAJESCO","RESERVES","AddressState","8","CT","Connecticut"
"26028","MAJESCO","RESERVES","AddressState","9","DE","Delaware"
"26029","MAJESCO","RESERVES","AddressState","10","DC","District of Columbia"
"26030","MAJESCO","RESERVES","AddressState","12","FL","Florida"
"26031","MAJESCO","RESERVES","AddressState","13","GA","Georgia"
"26032","MAJESCO","RESERVES","AddressState","15","HI","Hawaii"
"26033","MAJESCO","RESERVES","AddressState","16","ID","Idaho"
"26034","MAJESCO","RESERVES","AddressState","17","IL","Illinois"
"26035","MAJESCO","RESERVES","AddressState","18","IN","Indiana"
"26036","MAJESCO","RESERVES","AddressState","19","IA","Iowa"
"26037","MAJESCO","RESERVES","AddressState","20","KS","Kansas"
"26038","MAJESCO","RESERVES","AddressState","21","KY","Kentucky"
"26039","MAJESCO","RESERVES","AddressState","22","LA","Louisiana"
"26040","MAJESCO","RESERVES","AddressState","23","ME","Maine"
"26041","MAJESCO","RESERVES","AddressState","25","MD","Maryland"
"26042","MAJESCO","RESERVES","AddressState","26","MA","Massachusetts"
"26043","MAJESCO","RESERVES","AddressState","27","MI","Michigan"
"26044","MAJESCO","RESERVES","AddressState","28","MN","Minnesota"
"26045","MAJESCO","RESERVES","AddressState","29","MS","Mississippi"
"26046","MAJESCO","RESERVES","AddressState","30","MO","Missouri"
"26047","MAJESCO","RESERVES","AddressState","31","MT","Montana"
"26048","MAJESCO","RESERVES","AddressState","32","NE","Nebraska"
"26049","MAJESCO","RESERVES","AddressState","33","NV","Nevada"
"26050","MAJESCO","RESERVES","AddressState","34","NH","New Hampshire"
"26051","MAJESCO","RESERVES","AddressState","35","NJ","New Jersey"
"26052","MAJESCO","RESERVES","AddressState","36","NM","New Mexico"
"26053","MAJESCO","RESERVES","AddressState","37","NY","New York"
"26054","MAJESCO","RESERVES","AddressState","38","NC","North Carolina"
"26055","MAJESCO","RESERVES","AddressState","39","ND","North Dakota"
"26056","MAJESCO","RESERVES","AddressState","41","OH","Ohio"
"26057","MAJESCO","RESERVES","AddressState","42","OK","Oklahoma"
"26058","MAJESCO","RESERVES","AddressState","43","OR","Oregon"
"26059","MAJESCO","RESERVES","AddressState","45","PA","Pennsylvania"
"26060","MAJESCO","RESERVES","AddressState","46","PR","Puerto Rico"
"26061","MAJESCO","RESERVES","AddressState","47","RI","Rhode Island "
"26062","MAJESCO","RESERVES","AddressState","48","SC","South Carolina"
"26063","MAJESCO","RESERVES","AddressState","49","SD","South Dakota"
"26064","MAJESCO","RESERVES","AddressState","50","TN","Tennessee"
"26065","MAJESCO","RESERVES","AddressState","51","TX","Texas"
"26066","MAJESCO","RESERVES","AddressState","52","UT","Utah"
"26067","MAJESCO","RESERVES","AddressState","53","VT","Vermont"
"26068","MAJESCO","RESERVES","AddressState","55","VA","Virginia"
"26069","MAJESCO","RESERVES","AddressState","56","WA","Washington"
"26070","MAJESCO","RESERVES","AddressState","57","WV","West Virginia"
"26071","MAJESCO","RESERVES","AddressState","58","WI","Wisconsin"
"26072","MAJESCO","RESERVES","AddressState","59","WY","Wyoming"
"26080","PAS","GSSP","CustomProvisionSequence-STD","Weekly Benefit Percentage_BASE_*_BenAmtSpecified","1","Retrieving Provision Sequence"
"26081","PAS","GSSP","CustomProvisionSequence-STD","Maximum Weekly benefit_BASE_*_MaxBenSpecified","2","Retrieving Provision Sequence"
"26082","PAS","GSSP","CustomProvisionSequence-STD","Maximum Benefit Period_*_*_GeneralFeatures","3","Retrieving Provision Sequence"
"26083","PAS","GSSP","CustomProvisionSequence-STD","Elimination Period Days_*_*_GeneralFeatures","4","Retrieving Provision Sequence"
"26084","PAS","GSSP","CustomProvisionSequence-STD","Employees fund with pretax dollars_*_*_Funding","6","Retrieving Provision Sequence"
"26085","PAS","GSSP","CustomProvisionSequence-STD","Gross Up_*_*_Funding","5","Retrieving Provision Sequence"
"26086","PAS","GSSP","CustomProvisionSequence-STD","Definition of Earnings_*_*_GeneralFeatures","7","Retrieving Provision Sequence"
"26087","PAS","GSSP","CustomProvisionSequence-STD","Average Commission/Bonus (Months)_*_*_GeneralFeatures","8","Retrieving Provision Sequence"
"26088","PAS","GSSP","CustomProvisionSequence-VIS","Frame Allowance (in Network)_*_*_GeneralFeatures","1","Retrieving Provision Sequence"
"26089","PAS","GSSP","CustomProvisionSequence-VIS","Exam Copay (in Network)_*_*_Copay","2","Retrieving Provision Sequence"
"26090","PAS","GSSP","CustomProvisionSequence-VIS","Materials Copay (in Network)_*_*_Copay","3","Retrieving Provision Sequence"
"26091","PAS","GSSP","CustomProvisionSequence-VIS","Frequency (Exam/Lenses/Frames)_*_*_GeneralFeatures","4","Retrieving Provision Sequence"
"26092","PAS","GSSP","CustomProvisionSequence-HI","Confinement Period_HOSPITALCONFINEMENT_*_DurationRestriction","1","Retrieving Provision Sequence"
"26094","PAS","GSSP","CustomProvisionSequence-ACC","Coverage type_*_*_GeneralFeatures","1","Retrieving Provision Sequence"
"26095","PAS","GSSP","CustomProvisionSequence-BSCL","Basic Life and AD&D Benefit_*_*_CoveredAmounts","1","Retrieving Provision Sequence"
"26096","PAS","GSSP","CustomProvisionSequence-BSCL","Disability Provision_*_*_GeneralFeatures","2","Retrieving Provision Sequence"
"26097","PAS","GSSP","CustomProvisionSequence-BSCL","Maximum Benefit_*_*_CoveredAmounts","3","Retrieving Provision Sequence"
"26098","PAS","GSSP","CustomProvisionSequence-BSCL","Definition of Earnings_*_*_GeneralFeatures","4","Retrieving Provision Sequence"
"26099","PAS","GSSP","CustomProvisionSequence-BSCL","Average Commission/Bonus_*_*_GeneralFeatures","5","Retrieving Provision Sequence"
"26100","PAS","GSSP","CustomProvisionSequence-106","Dependent Spouse Life Benefit_*_BDEPLS_CoveredAmounts","1","Retrieving Provision Sequence"
"26101","PAS","GSSP","CustomProvisionSequence-106","Dependent Child Life Benefit_6+ Months_GreaterThan6Months_BDEPLC_CoveredAmounts","2","Retrieving Provision Sequence"
"26102","PAS","GSSP","CustomProvisionSequence-106","Dependent Child Life Benefit_<6 Months_LessThan6Months_BDEPLC_CoveredAmounts","3","Retrieving Provision Sequence"
"26103","PAS","GSSP","CustomProvisionSequence-106","Disability Provision_*_*_GeneralFeatures","4","Retrieving Provision Sequence"
"26104","PAS","GSSP","CustomProvisionSequence-OPTL","Supplemental Life and AD&D Benefit Increments_*_*_CoveredAmounts","1","Retrieving Provision Sequence"
"26105","PAS","GSSP","CustomProvisionSequence-OPTL","Maximum Benefit_*_*_CASEBASE","2","Retrieving Provision Sequence"
"26106","PAS","GSSP","CustomProvisionSequence-OPTL","Medical Evidence of Insurability (MEOI)_*_*_CoveredAmounts","3","Retrieving Provision Sequence"
"26107","PAS","GSSP","CustomProvisionSequence-OPTL","Definition of Earnings_*_*_GeneralFeatures","4","Retrieving Provision Sequence"
"26108","PAS","GSSP","CustomProvisionSequence-OPTL","Average Commission/Bonus_*_*_GeneralFeatures","5","Retrieving Provision Sequence"
"27037","GSSP","MAJESCO","Maj_Bil","Implementation Consultant-GSS","IMPL_CON_GSS","billingroles"
"26109","PAS","GSSP","CustomProvisionSequence-108","Spouse Life and AD&D Benefit Increments-*-DEPLS-CoveredAmounts","1","Retrieving Provision Sequence"
"26110","PAS","GSSP","CustomProvisionSequence-108","Spouse Life and AD&D Maximum-*-DADDS-CoveredAmounts","2","Retrieving Provision Sequence"
"26111","PAS","GSSP","CustomProvisionSequence-108","Spouse Life Medical Evidence of Insurability (MEOI)-*-DEPLS-CoveredAmounts","3","Retrieving Provision Sequence"
"26112","PAS","GSSP","CustomProvisionSequence-108","Child Life and AD&D Benefit-*-DADDC-CoveredAmounts","4","Retrieving Provision Sequence"
"26113","PAS","GSSP","CustomProvisionSequence-108","Child Life and AD&D Benefit_6 Months or Older-GreaterThan6Months-DEPLC-CoveredAmounts","5","Retrieving Provision Sequence"
"26114","PAS","GSSP","CustomProvisionSequence-108","Child Life and AD&D Benefit_<6 Months-LessThan6Months-DEPLC-CoveredAmounts","6","Retrieving Provision Sequence"
"26115","PAS","GSSP","CustomProvisionSequence-108","Child Life and AD&D Maximum-*-DEPLC-CoveredAmounts","7","Retrieving Provision Sequence"
"26116","PAS","GSSP","CustomProvisionSequence-108","Child Life Medical Evidence of Insurability (MEOI)-*-DEPLC-CoveredAmounts","8","Retrieving Provision Sequence"
"26117","PAS","GSSP","CustomProvisionSequence-107","Supplemental Life and AD&D Benefit Increments_*_*_CoveredAmounts","1","Retrieving Provision Sequence"
"26118","PAS","GSSP","CustomProvisionSequence-107","Maximum Benefit_*_*_CASEBASE","2","Retrieving Provision Sequence"
"26119","PAS","GSSP","CustomProvisionSequence-107","Medical Evidence of Insurability (MEOI)_*_*_CoveredAmounts","3","Retrieving Provision Sequence"
"26120","PAS","GSSP","CustomProvisionSequence-107","Definition of Earnings_*_*_GeneralFeatures","4","Retrieving Provision Sequence"
"26121","PAS","GSSP","CustomProvisionSequence-107","Average Commission/Bonus_*_*_GeneralFeatures","5","Retrieving Provision Sequence"
"26122","PAS","GSSP","CustomProvisionSequence-CIAA","Benefit Amount - Employee-High Plan_BENEFITAMOUNT_*_BenAmtSpecified","4","Retrieving Provision Sequence"
"26123","PAS","GSSP","CustomProvisionSequence-CIAA","Benefit Amount - Spouse/Domestic Partner-High Plan_BENEFITAMOUNT_*_BenAmtSpecified","5","Retrieving Provision Sequence"
"26124","PAS","GSSP","CustomProvisionSequence-CIAA","Benefit Amount - Children-High Plan_BENEFITAMOUNT_*_BenAmtSpecified","6","Retrieving Provision Sequence"
"26125","PAS","GSSP","CustomProvisionSequence-CIAA","Benefit Amount - Employee-Low Plan_BENEFITAMOUNT_*_BenAmtSpecified","1","Retrieving Provision Sequence"
"26126","PAS","GSSP","CustomProvisionSequence-CIAA","Benefit Amount - Spouse/Domestic Partner-Low Plan_BENEFITAMOUNT_*_BenAmtSpecified","2","Retrieving Provision Sequence"
"26127","PAS","GSSP","CustomProvisionSequence-CIAA","Benefit Amount - Children-Low Plan_BENEFITAMOUNT_*_BenAmtSpecified","3","Retrieving Provision Sequence"
"26129","PAS","GSSP","CustomProvisionSequence-DPPO","Coinsurance In-Network - Preventive_Preventive_*_Coinsurance","1","Retrieving Provision Sequence"
"26130","PAS","GSSP","CustomProvisionSequence-DPPO","Coinsurance In-Network - Basic_Basic_*_Coinsurance","2","Retrieving Provision Sequence"
"26131","PAS","GSSP","CustomProvisionSequence-DPPO","Coinsurance In-Network - Major_Major_*_Coinsurance","3","Retrieving Provision Sequence"
"26132","PAS","GSSP","CustomProvisionSequence-DPPO","Coinsurance Out-Network - Preventive_Preventive_*_Coinsurance","4","Retrieving Provision Sequence"
"26133","PAS","GSSP","CustomProvisionSequence-DPPO","Coinsurance Out-Network - Basic_Basic_*_Coinsurance","5","Retrieving Provision Sequence"
"27038","GSSP","MAJESCO","Maj_Bil","Implementation Consultant","IMPL_CON","billingroles"
"27597","GSSP","PAS","Maint.ContactType.Phone","103","CellPhone",
"26134","PAS","GSSP","CustomProvisionSequence-DPPO","Coinsurance Out-Network - Major_Major_*_Coinsurance","6","Retrieving Provision Sequence"
"26135","PAS","GSSP","CustomProvisionSequence-DPPO","Out of Network Claims Reimbursement_*_*_GeneralFeatures","7","Retrieving Provision Sequence"
"26136","PAS","GSSP","CustomProvisionSequence-DPPO","Individual Deductible In-Network_*_*_Deductible","8","Retrieving Provision Sequence"
"26137","PAS","GSSP","CustomProvisionSequence-DPPO","Individual Deductible Out of Network_*_*_Deductible","9","Retrieving Provision Sequence"
"26138","PAS","GSSP","CustomProvisionSequence-DPPO","Annual Maximum In Network_*_*_AnnualMaximum","10","Retrieving Provision Sequence"
"26139","PAS","GSSP","CustomProvisionSequence-DPPO","Annual Maximum Out of Network_*_*_AnnualMaximum","11","Retrieving Provision Sequence"
"26140","PAS","GSSP","CustomProvisionSequence-DPPO","Benefit Allocation & Frequency_*_*_Benefit","12","Retrieving Provision Sequence"
